"No.","Time","Source","Destination","Protocol","Length","Info", 1736885364.161848000, 45210
"2563","69.181470","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.343324000, 38262
"2564","69.181476","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=787380 Win=1553408 Len=0", 1736885433.343358000, 443
"2565","69.181510","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.343907000, 443
"2566","69.182059","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.343930000, 38262
"2567","69.182082","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=790204 Win=1559296 Len=0", 1736885433.343954000, 443
"2568","69.182106","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.343974000, 443
"2569","69.182126","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.343981000, 38262
"2570","69.182133","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=793028 Win=1565184 Len=0", 1736885433.343996000, 443
"2571","69.182148","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344016000, 443
"2572","69.182168","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344022000, 38262
"2573","69.182174","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=795852 Win=1570944 Len=0", 1736885433.344037000, 443
"2574","69.182189","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344059000, 443
"2575","69.182211","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344065000, 38262
"2576","69.182217","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=798676 Win=1576832 Len=0", 1736885433.344080000, 443
"2577","69.182232","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344668000, 443
"2578","69.182820","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344687000, 38262
"2579","69.182839","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=801500 Win=1582592 Len=0", 1736885433.344705000, 443
"2580","69.182857","142.251.129.67","10.49.10.60","TLSv1.3","2878","Application Data, Application Data", 1736885433.344712000, 38262
"2581","69.182864","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=804324 Win=1588352 Len=0", 1736885433.344742000, 443
"2582","69.182894","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344765000, 443
"2583","69.182917","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885433.344775000, 38262
"2584","69.182927","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=807148 Win=1594112 Len=0", 1736885433.344793000, 443
"2585","69.182945","142.251.129.67","10.49.10.60","TLSv1.3","2412","Application Data, Application Data, Application Data, Application Data", 1736885433.344799000, 38262
"2586","69.182951","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=39331 Ack=809506 Win=1598848 Len=0", 1736885433.344979000, 38262
"2587","69.183131","10.49.10.60","142.251.129.67","TLSv1.3","93","Application Data", 1736885433.403240000, 53054
"2588","69.241392","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=123415 Ack=198301 Win=551424 Len=1412 [TCP segment of a reassembled PDU]", 1736885433.403245000, 53054
"2589","69.241397","10.49.10.60","142.251.135.78","TLSv1.3","1326","Application Data", 1736885433.403280000, 53054
"2590","69.241432","10.49.10.60","142.251.135.78","TLSv1.3","310","Application Data", 1736885433.405595000, 53054
"2591","69.243747","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=126355 Ack=198301 Win=551424 Len=1412 [TCP segment of a reassembled PDU]", 1736885433.405600000, 53054
"2592","69.243752","10.49.10.60","142.251.135.78","TLSv1.3","1327","Application Data", 1736885433.405635000, 53054
"2593","69.243787","10.49.10.60","142.251.135.78","TLSv1.3","410","Application Data", 1736885433.406206000, 443
"2594","69.244358","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=809506 Ack=39370 Win=233472 Len=0", 1736885433.407998000, 53054
"2595","69.246150","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=129396 Ack=198301 Win=551424 Len=1412 [TCP segment of a reassembled PDU]", 1736885433.408003000, 53054
"2596","69.246155","10.49.10.60","142.251.135.78","TLSv1.3","1327","Application Data", 1736885433.408038000, 53054
"2597","69.246190","10.49.10.60","142.251.135.78","TLSv1.3","390","Application Data", 1736885433.438572000, 443
"2598","69.276724","142.251.135.110","10.49.10.60","TLSv1.3","591","Application Data", 1736885433.438697000, 443
"2599","69.276849","142.251.135.110","10.49.10.60","TLSv1.3","236","Application Data", 1736885433.439048000, 42510
"2600","69.277200","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=29984 Ack=13669 Win=64128 Len=0", 1736885433.439990000, 443
"2601","69.278142","142.251.135.110","10.49.10.60","TLSv1.3","85","Application Data", 1736885433.440072000, 443
"2602","69.278224","142.251.135.110","10.49.10.60","TLSv1.3","93","Application Data", 1736885433.440232000, 42510
"2603","69.278384","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=29984 Ack=13739 Win=64128 Len=0", 1736885433.440280000, 42510
"2604","69.278432","10.49.10.60","142.251.135.110","TLSv1.3","93","Application Data", 1736885433.454157000, 443
"2605","69.292309","142.251.135.78","10.49.10.60","TCP","66","[TCP Dup ACK 2318#1] 443  >  53054 [ACK] Seq=198301 Ack=123415 Win=268800 Len=0 SLE=124827 SRE=126099", 1736885433.454186000, 443
"2606","69.292338","142.251.135.78","10.49.10.60","TCP","66","[TCP Dup ACK 2318#2] 443  >  53054 [ACK] Seq=198301 Ack=123415 Win=268800 Len=0 SLE=124827 SRE=126355", 1736885433.454199000, 443
"2607","69.292351","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=126355 Win=268800 Len=0", 1736885433.456439000, 443
"2608","69.294591","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=127767 Win=268800 Len=0", 1736885433.456487000, 443
"2609","69.294639","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=129040 Win=268800 Len=0", 1736885433.456511000, 443
"2610","69.294663","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=129396 Win=268800 Len=0", 1736885433.458660000, 443
"2611","69.296812","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=130808 Win=268800 Len=0", 1736885433.458728000, 443
"2612","69.296880","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=132081 Win=268800 Len=0", 1736885433.458748000, 443
"2613","69.296900","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=198301 Ack=132417 Win=268800 Len=0", 1736885433.491339000, 443
"2614","69.329491","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=13739 Ack=30023 Win=242432 Len=0", 1736885433.681643000, 443
"2615","69.519795","142.251.135.78","10.49.10.60","TLSv1.3","571","Application Data", 1736885433.681682000, 443
"2616","69.519834","142.251.135.78","10.49.10.60","TLSv1.3","359","Application Data", 1736885433.682041000, 53054
"2617","69.520193","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=132417 Ack=199123 Win=557056 Len=0", 1736885433.683886000, 443
"2618","69.522038","142.251.135.78","10.49.10.60","TLSv1.3","350","Application Data", 1736885433.684175000, 443
"2619","69.522327","142.251.135.78","10.49.10.60","TLSv1.3","150","Application Data", 1736885433.684193000, 443
"2620","69.522345","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885433.684299000, 53054
"2621","69.522451","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=132417 Ack=199546 Win=559872 Len=0", 1736885433.684351000, 443
"2622","69.522503","142.251.135.78","10.49.10.60","TLSv1.3","93","Application Data", 1736885433.684451000, 53054
"2623","69.522603","10.49.10.60","142.251.135.78","TLSv1.3","93","Application Data", 1736885433.687142000, 443
"2624","69.525294","142.251.135.78","10.49.10.60","TLSv1.3","574","Application Data", 1736885433.687220000, 443
"2625","69.525372","142.251.135.78","10.49.10.60","TLSv1.3","284","Application Data", 1736885433.687462000, 53054
"2626","69.525614","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=132456 Ack=200335 Win=565632 Len=0", 1736885433.689860000, 443
"2627","69.528012","142.251.135.78","10.49.10.60","TLSv1.3","133","Application Data", 1736885433.689876000, 443
"2628","69.528028","142.251.135.78","10.49.10.60","TLSv1.3","344","Application Data", 1736885433.689975000, 443
"2629","69.528127","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885433.690028000, 53054
"2630","69.528180","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=132456 Ack=200735 Win=568448 Len=0", 1736885433.717394000, 443
"2631","69.555546","142.251.135.78","10.49.10.60","TLSv1.3","573","Application Data", 1736885433.717501000, 443
"2632","69.555653","142.251.135.78","10.49.10.60","TLSv1.3","406","Application Data", 1736885433.717632000, 53054
"2633","69.555784","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=132456 Ack=201606 Win=574080 Len=0", 1736885433.719458000, 443
"2634","69.557610","142.251.135.78","10.49.10.60","TLSv1.3","188","Application Data", 1736885433.720197000, 443
"2635","69.558349","142.251.135.78","10.49.10.60","TLSv1.3","125","Application Data", 1736885433.720226000, 443
"2636","69.558378","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885433.720327000, 53054
"2637","69.558479","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=132456 Ack=201842 Win=574080 Len=0", 1736885433.735418000, 443
"2638","69.573570","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=201842 Ack=132456 Win=268800 Len=0", 1736885438.761937000, 43656
"2639","74.600089","10.49.10.60","185.199.111.154","TLSv1.2","93","Application Data", 1736885438.762158000, 43656
"2640","74.600310","10.49.10.60","185.199.111.154","TLSv1.2","78","Application Data", 1736885438.762174000, 43656
"2641","74.600326","10.49.10.60","185.199.111.154","TCP","54","43656  >  443 [FIN, ACK] Seq=103 Ack=40 Win=501 Len=0", 1736885438.818048000, 443
"2642","74.656200","185.199.111.154","10.49.10.60","TCP","60","443  >  43656 [ACK] Seq=40 Ack=79 Win=288 Len=0", 1736885438.818538000, 443
"2643","74.656690","185.199.111.154","10.49.10.60","TCP","60","443  >  43656 [ACK] Seq=40 Ack=103 Win=288 Len=0", 1736885438.818570000, 443
"2644","74.656722","185.199.111.154","10.49.10.60","TCP","60","443  >  43656 [ACK] Seq=40 Ack=104 Win=288 Len=0", 1736885438.818680000, 443
"2645","74.656832","185.199.111.154","10.49.10.60","TLSv1.2","78","Application Data", 1736885438.818715000, 43656
"2646","74.656867","10.49.10.60","185.199.111.154","TCP","54","43656  >  443 [RST] Seq=104 Win=0 Len=0", 1736885438.818733000, 443
"2647","74.656885","185.199.111.154","10.49.10.60","TCP","60","443  >  43656 [FIN, ACK] Seq=64 Ack=104 Win=288 Len=0", 1736885438.818742000, 43656
"2648","74.656894","10.49.10.60","185.199.111.154","TCP","54","43656  >  443 [RST] Seq=104 Win=0 Len=0", 1736885439.762464000, 49392
"2649","75.600616","10.49.10.60","185.199.109.154","TLSv1.2","93","Application Data", 1736885439.762937000, 49392
"2650","75.601089","10.49.10.60","185.199.109.154","TLSv1.2","78","Application Data", 1736885439.762970000, 49392
"2651","75.601122","10.49.10.60","185.199.109.154","TCP","54","49392  >  443 [FIN, ACK] Seq=103 Ack=40 Win=24576 Len=0", 1736885439.783240000, 443
"2652","75.621392","185.199.109.154","10.49.10.60","TCP","60","443  >  49392 [ACK] Seq=40 Ack=79 Win=359 Len=0", 1736885439.783289000, 443
"2653","75.621441","185.199.109.154","10.49.10.60","TCP","60","443  >  49392 [ACK] Seq=40 Ack=103 Win=359 Len=0", 1736885439.783296000, 443
"2654","75.621448","185.199.109.154","10.49.10.60","TCP","60","443  >  49392 [ACK] Seq=40 Ack=104 Win=359 Len=0", 1736885439.783331000, 443
"2655","75.621483","185.199.109.154","10.49.10.60","TLSv1.2","78","Application Data", 1736885439.783359000, 49392
"2656","75.621511","10.49.10.60","185.199.109.154","TCP","54","49392  >  443 [RST] Seq=104 Win=0 Len=0", 1736885439.783405000, 443
"2657","75.621557","185.199.109.154","10.49.10.60","TCP","60","443  >  49392 [FIN, ACK] Seq=64 Ack=104 Win=359 Len=0", 1736885439.783416000, 49392
"2658","75.621568","10.49.10.60","185.199.109.154","TCP","54","49392  >  443 [RST] Seq=104 Win=0 Len=0", 1736885440.823554000, 54024
"2659","76.661706","10.49.10.60","185.199.109.133","TLSv1.2","93","Application Data", 1736885440.824461000, 54024
"2660","76.662613","10.49.10.60","185.199.109.133","TLSv1.2","78","Application Data", 1736885440.824494000, 54024
"2661","76.662646","10.49.10.60","185.199.109.133","TCP","54","54024  >  443 [FIN, ACK] Seq=103 Ack=40 Win=501 Len=0", 1736885440.879271000, 443
"2662","76.717423","185.199.109.133","10.49.10.60","TCP","60","443  >  54024 [ACK] Seq=40 Ack=79 Win=294 Len=0", 1736885440.880116000, 443
"2663","76.718268","185.199.109.133","10.49.10.60","TCP","60","443  >  54024 [ACK] Seq=40 Ack=103 Win=294 Len=0", 1736885440.880151000, 443
"2664","76.718303","185.199.109.133","10.49.10.60","TLSv1.2","78","Application Data", 1736885440.880191000, 54024
"2665","76.718343","10.49.10.60","185.199.109.133","TCP","54","54024  >  443 [RST] Seq=103 Win=0 Len=0", 1736885440.880210000, 443
"2666","76.718362","185.199.109.133","10.49.10.60","TCP","60","443  >  54024 [FIN, ACK] Seq=64 Ack=103 Win=294 Len=0", 1736885440.880221000, 54024
"2667","76.718373","10.49.10.60","185.199.109.133","TCP","54","54024  >  443 [RST] Seq=103 Win=0 Len=0", 1736885440.880226000, 443
"2668","76.718378","185.199.109.133","10.49.10.60","TCP","60","443  >  54024 [ACK] Seq=65 Ack=104 Win=294 Len=0", 1736885440.880232000, 54024
"2669","76.718384","10.49.10.60","185.199.109.133","TCP","54","54024  >  443 [RST] Seq=104 Win=0 Len=0", 1736885443.279582000, 42510
"2670","79.117734","10.49.10.60","142.251.135.110","TLSv1.3","674","Application Data", 1736885443.279638000, 42510
"2671","79.117790","10.49.10.60","142.251.135.110","TCP","1466","42510  >  443 [ACK] Seq=30643 Ack=13739 Win=64128 Len=1412 [TCP segment of a reassembled PDU]", 1736885443.279655000, 42510
"2672","79.117807","10.49.10.60","142.251.135.110","TCP","1466","42510  >  443 [PSH, ACK] Seq=32055 Ack=13739 Win=64128 Len=1412 [TCP segment of a reassembled PDU]", 1736885443.279739000, 42510
"2673","79.117891","10.49.10.60","142.251.135.110","TLSv1.3","70","Application Data", 1736885443.330971000, 443
"2674","79.169123","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=13739 Ack=30643 Win=241920 Len=0", 1736885443.330996000, 443
"2675","79.169148","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=13739 Ack=32055 Win=240640 Len=0", 1736885443.331000000, 443
"2676","79.169152","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=13739 Ack=33467 Win=239360 Len=0", 1736885443.331003000, 443
"2677","79.169155","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=13739 Ack=33483 Win=239360 Len=0", 1736885443.404376000, 443
"2678","79.242528","142.251.135.110","10.49.10.60","TLSv1.3","590","Application Data", 1736885443.404817000, 443
"2679","79.242969","142.251.135.110","10.49.10.60","TLSv1.3","391","Application Data", 1736885443.405220000, 42510
"2680","79.243372","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=33483 Ack=14612 Win=64128 Len=0", 1736885443.405718000, 443
"2681","79.243870","142.251.135.110","10.49.10.60","TLSv1.3","85","Application Data", 1736885443.405835000, 443
"2682","79.243987","142.251.135.110","10.49.10.60","TLSv1.3","93","Application Data", 1736885443.405981000, 42510
"2683","79.244133","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=33483 Ack=14682 Win=64128 Len=0", 1736885443.405999000, 42510
"2684","79.244151","10.49.10.60","142.251.135.110","TLSv1.3","93","Application Data", 1736885443.457092000, 443
"2685","79.295244","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=14682 Ack=33522 Win=239360 Len=0", 1736885447.003191000, 48012
"2686","82.841343","10.49.10.60","142.250.78.225","TLSv1.3","93","Application Data", 1736885447.003243000, 46952
"2687","82.841395","10.49.10.60","142.251.132.227","TLSv1.3","93","Application Data", 1736885447.003283000, 38250
"2688","82.841435","10.49.10.60","142.251.129.67","TLSv1.3","93","Application Data", 1736885447.003318000, 37436
"2689","82.841470","10.49.10.60","172.217.29.131","TLSv1.3","93","Application Data", 1736885447.054388000, 443
"2690","82.892540","142.251.129.67","10.49.10.60","TCP","60","443  >  38250 [ACK] Seq=4780 Ack=896 Win=269056 Len=0", 1736885447.054424000, 443
"2691","82.892576","142.250.78.225","10.49.10.60","TCP","60","443  >  48012 [ACK] Seq=9841 Ack=906 Win=269056 Len=0", 1736885447.054429000, 443
"2692","82.892581","142.250.78.225","10.49.10.60","TLSv1.3","93","Application Data", 1736885447.054596000, 443
"2693","82.892748","142.251.129.67","10.49.10.60","TLSv1.3","93","Application Data", 1736885447.059235000, 443
"2694","82.897387","142.251.132.227","10.49.10.60","TCP","60","443  >  46952 [ACK] Seq=4779 Ack=898 Win=269056 Len=0", 1736885447.059266000, 443
"2695","82.897418","142.251.132.227","10.49.10.60","TLSv1.3","93","Application Data", 1736885447.059294000, 46952
"2696","82.897446","10.49.10.60","142.251.132.227","TCP","54","46952  >  443 [ACK] Seq=898 Ack=4818 Win=64128 Len=0", 1736885447.064047000, 443
"2697","82.902199","172.217.29.131","10.49.10.60","TCP","60","443  >  37436 [ACK] Seq=4780 Ack=892 Win=269056 Len=0", 1736885447.064078000, 443
"2698","82.902230","172.217.29.131","10.49.10.60","TLSv1.3","93","Application Data", 1736885447.097899000, 38250
"2699","82.936051","10.49.10.60","142.251.129.67","TCP","54","38250  >  443 [ACK] Seq=896 Ack=4819 Win=64128 Len=0", 1736885447.097918000, 48012
"2700","82.936070","10.49.10.60","142.250.78.225","TCP","54","48012  >  443 [ACK] Seq=906 Ack=9880 Win=64128 Len=0", 1736885447.105927000, 37436
"2701","82.944079","10.49.10.60","172.217.29.131","TCP","54","37436  >  443 [ACK] Seq=892 Ack=4819 Win=64128 Len=0", 1736885448.003730000, 58986
"2702","83.841882","10.49.10.60","140.82.113.21","TLSv1.2","93","Application Data", 1736885448.174915000, 443
"2703","84.013067","140.82.113.21","10.49.10.60","TLSv1.2","93","Application Data", 1736885448.218015000, 58986
"2704","84.056167","10.49.10.60","140.82.113.21","TCP","54","58986  >  443 [ACK] Seq=4077 Ack=1621 Win=501 Len=0", 1736885448.673901000, 42580
"2705","84.512053","10.49.10.60","13.107.246.33","TCP","54","[TCP Keep-Alive] 42580  >  443 [ACK] Seq=3340 Ack=55318 Win=64128 Len=0", 1736885448.725047000, 443
"2706","84.563199","13.107.246.33","10.49.10.60","TCP","60","[TCP Keep-Alive ACK] 443  >  42580 [ACK] Seq=55318 Ack=3341 Win=42496 Len=0", 1736885449.004244000, 36050
"2707","84.842396","10.49.10.60","142.251.134.142","TLSv1.3","93","Application Data", 1736885449.004298000, 48018
"2708","84.842450","10.49.10.60","142.250.78.225","TLSv1.3","93","Application Data", 1736885449.004334000, 57276
"2709","84.842486","10.49.10.60","142.250.79.10","TLSv1.3","93","Application Data", 1736885449.004374000, 46954
"2710","84.842526","10.49.10.60","142.251.132.227","TLSv1.3","93","Application Data", 1736885449.004414000, 51240
"2711","84.842566","10.49.10.60","172.217.28.206","TLSv1.3","93","Application Data", 1736885449.004446000, 59972
"2712","84.842598","10.49.10.60","64.233.190.84","TLSv1.3","93","Application Data", 1736885449.054994000, 443
"2713","84.893146","142.251.134.142","10.49.10.60","TCP","60","443  >  36050 [ACK] Seq=10446 Ack=3396 Win=266752 Len=0", 1736885449.055028000, 443
"2714","84.893180","142.251.134.142","10.49.10.60","TLSv1.3","93","Application Data", 1736885449.059633000, 443
"2715","84.897785","142.250.79.10","10.49.10.60","TCP","60","443  >  57276 [ACK] Seq=11292 Ack=3752 Win=266496 Len=0", 1736885449.059671000, 443
"2716","84.897823","142.250.78.225","10.49.10.60","TCP","60","443  >  48018 [ACK] Seq=10714 Ack=2430 Win=267776 Len=0", 1736885449.059699000, 443
"2717","84.897851","142.250.79.10","10.49.10.60","TLSv1.3","93","Application Data", 1736885449.059717000, 443
"2718","84.897869","142.250.78.225","10.49.10.60","TLSv1.3","93","Application Data", 1736885449.060916000, 443
"2719","84.899068","142.251.132.227","10.49.10.60","TCP","60","443  >  46954 [ACK] Seq=4780 Ack=898 Win=269056 Len=0", 1736885449.060946000, 443
"2720","84.899098","142.251.132.227","10.49.10.60","TLSv1.3","93","Application Data", 1736885449.060972000, 46954
"2721","84.899124","10.49.10.60","142.251.132.227","TCP","54","46954  >  443 [ACK] Seq=898 Ack=4819 Win=64128 Len=0", 1736885449.065687000, 443
"2722","84.903839","172.217.28.206","10.49.10.60","TCP","60","443  >  51240 [ACK] Seq=4767 Ack=896 Win=269056 Len=0", 1736885449.065721000, 443
"2723","84.903873","172.217.28.206","10.49.10.60","TLSv1.3","93","Application Data", 1736885449.097904000, 36050
"2724","84.936056","10.49.10.60","142.251.134.142","TCP","54","36050  >  443 [ACK] Seq=3396 Ack=10485 Win=64128 Len=0", 1736885449.101837000, 48018
"2725","84.939989","10.49.10.60","142.250.78.225","TCP","54","48018  >  443 [ACK] Seq=2430 Ack=10753 Win=64128 Len=0", 1736885449.101856000, 57276
"2726","84.940008","10.49.10.60","142.250.79.10","TCP","54","57276  >  443 [ACK] Seq=3752 Ack=11331 Win=64128 Len=0", 1736885449.106018000, 51240
"2727","84.944170","10.49.10.60","172.217.28.206","TCP","54","51240  >  443 [ACK] Seq=896 Ack=4806 Win=64128 Len=0", 1736885449.112099000, 443
"2728","84.950251","64.233.190.84","10.49.10.60","TCP","60","443  >  59972 [ACK] Seq=3286 Ack=4968 Win=265216 Len=0", 1736885449.112158000, 443
"2729","84.950310","64.233.190.84","10.49.10.60","TLSv1.3","93","Application Data", 1736885449.153899000, 59972
"2730","84.992051","10.49.10.60","64.233.190.84","TCP","54","59972  >  443 [ACK] Seq=4968 Ack=3325 Win=64128 Len=0", 1736885450.009320000, 57204
"2731","85.847472","10.49.10.60","142.251.133.170","TLSv1.2","93","Application Data", 1736885450.065212000, 443
"2732","85.903364","142.251.133.170","10.49.10.60","TLSv1.2","93","Application Data", 1736885450.065251000, 443
"2733","85.903403","142.251.133.170","10.49.10.60","TCP","60","443  >  57204 [ACK] Seq=657 Ack=1316 Win=1049 Len=0", 1736885450.105900000, 57204
"2734","85.944052","10.49.10.60","142.251.133.170","TCP","54","57204  >  443 [ACK] Seq=1316 Ack=696 Win=501 Len=0", 1736885450.564238000, 42510
"2735","86.402390","10.49.10.60","142.251.135.110","TCP","1466","42510  >  443 [ACK] Seq=33522 Ack=14682 Win=64128 Len=1412 [TCP segment of a reassembled PDU]", 1736885450.564241000, 42510
"2736","86.402393","10.49.10.60","142.251.135.110","TLSv1.3","1044","Application Data", 1736885450.564272000, 42510
"2737","86.402424","10.49.10.60","142.251.135.110","TLSv1.3","844","Application Data", 1736885450.615583000, 443
"2738","86.453735","142.251.135.110","10.49.10.60","TCP","66","[TCP Dup ACK 2685#1] 443  >  42510 [ACK] Seq=14682 Ack=33522 Win=239360 Len=0 SLE=34934 SRE=35924", 1736885450.615620000, 443
"2739","86.453772","142.251.135.110","10.49.10.60","TCP","66","[TCP Dup ACK 2685#2] 443  >  42510 [ACK] Seq=14682 Ack=33522 Win=239360 Len=0 SLE=34934 SRE=36714", 1736885450.615625000, 443
"2740","86.453777","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=14682 Ack=36714 Win=236288 Len=0", 1736885450.686624000, 443
"2741","86.524776","142.251.135.110","10.49.10.60","TLSv1.3","588","Application Data", 1736885450.686673000, 443
"2742","86.524825","142.251.135.110","10.49.10.60","TLSv1.3","225","Application Data", 1736885450.687264000, 42510
"2743","86.525416","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=36714 Ack=15387 Win=64128 Len=0", 1736885450.687814000, 443
"2744","86.525966","142.251.135.110","10.49.10.60","TLSv1.3","85","Application Data", 1736885450.687974000, 443
"2745","86.526126","142.251.135.110","10.49.10.60","TLSv1.3","93","Application Data", 1736885450.688196000, 42510
"2746","86.526348","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=36714 Ack=15457 Win=64128 Len=0", 1736885450.688248000, 42510
"2747","86.526400","10.49.10.60","142.251.135.110","TLSv1.3","93","Application Data", 1736885450.739025000, 443
"2748","86.577177","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=15457 Ack=36753 Win=236288 Len=0", 1736885452.086996000, 443
"2749","87.925148","142.251.133.170","10.49.10.60","TLSv1.2","772","Application Data", 1736885452.087048000, 57190
"2750","87.925200","10.49.10.60","142.251.133.170","TCP","54","57190  >  443 [ACK] Seq=12751 Ack=7434 Win=501 Len=0", 1736885452.087062000, 443
"2751","87.925214","142.251.133.170","10.49.10.60","TLSv1.2","85","Application Data", 1736885452.087069000, 57190
"2752","87.925221","10.49.10.60","142.251.133.170","TCP","54","57190  >  443 [ACK] Seq=12751 Ack=7465 Win=501 Len=0", 1736885452.087113000, 443
"2753","87.925265","142.251.133.170","10.49.10.60","TLSv1.2","93","Application Data", 1736885452.087121000, 57190
"2754","87.925273","10.49.10.60","142.251.133.170","TCP","54","57190  >  443 [ACK] Seq=12751 Ack=7504 Win=501 Len=0", 1736885452.087494000, 57190
"2755","87.925646","10.49.10.60","142.251.133.170","TLSv1.2","93","Application Data", 1736885452.101708000, 57204
"2756","87.939860","10.49.10.60","142.251.133.170","TLSv1.2","290","Application Data", 1736885452.142901000, 443
"2757","87.981053","142.251.133.170","10.49.10.60","TCP","60","443  >  57190 [ACK] Seq=7504 Ack=12790 Win=1050 Len=0", 1736885452.162376000, 443
"2758","88.000528","142.251.133.170","10.49.10.60","TCP","60","443  >  57204 [ACK] Seq=696 Ack=1552 Win=1049 Len=0", 1736885452.350710000, 443
"2759","88.188862","142.251.133.170","10.49.10.60","TLSv1.2","123","Application Data", 1736885452.350759000, 57204
"2760","88.188911","10.49.10.60","142.251.133.170","TCP","54","57204  >  443 [ACK] Seq=1552 Ack=765 Win=501 Len=0", 1736885452.350773000, 443
"2761","88.188925","142.251.133.170","10.49.10.60","TLSv1.2","85","Application Data", 1736885452.350781000, 57204
"2762","88.188933","10.49.10.60","142.251.133.170","TCP","54","57204  >  443 [ACK] Seq=1552 Ack=796 Win=501 Len=0", 1736885452.350785000, 443
"2763","88.188937","142.251.133.170","10.49.10.60","TLSv1.2","93","Application Data", 1736885452.350790000, 57204
"2764","88.188942","10.49.10.60","142.251.133.170","TCP","54","57204  >  443 [ACK] Seq=1552 Ack=835 Win=501 Len=0", 1736885452.351421000, 57204
"2765","88.189573","10.49.10.60","142.251.133.170","TLSv1.2","93","Application Data", 1736885452.353382000, 57190
